id,usuario_id,tipo_moneda,cantidad,valor_actual
94,51562,ETH,"3,31092051","1745,53"
95,47249,DOT,"430,77514678","7,42"
96,51699,BTC,"0,16920369","43431,6"
97,52513,ETH,"1,34416308","1602,95"
98,52133,BNB,"40,84719237","270,54"
99,43187,SOL,"335,82584537","36,09"
100,53133,ADA,"32744,91980373","0,78"
101,43788,BTC,"0,17395961","41938,09"
102,47676,ADA,"23454,97373648","0,97"
103,45896,ADA,"91617,07659835","1,47"
104,50777,SOL,"185,36840998","43,45"
105,51427,BTC,"1,80800106","50495,66"
106,43474,BTC,"2,40143654","55190,87"
107,44501,ADA,"7997,69383221","1,16"
108,52566,SOL,"222,41462988","38,83"
109,51888,BNB,"19,9595994","403,51"
110,54418,BNB,"36,11765872","328,21"
111,45805,ADA,"65351,84811922","0,96"
112,51909,USDT,"38735,06314286",1
113,49743,USDT,"78012,17633751",1
114,51498,USDT,"99991,33488355",1
115,54025,ETH,"8,92773816","1683,98"
116,45224,ADA,"36121,55810511","0,6"
117,48780,ADA,"51946,7570145","0,96"
118,50538,ETH,"9,75163656","2324,47"
119,48076,ADA,"43956,38462585","0,58"
120,52145,ETH,"6,19355787","3830,74"
121,54300,XRP,"40882,66668415","1,8"
122,47414,USDT,"82029,79271562",1
123,46719,ADA,"20973,48798786","1,4"
124,53149,USDT,"80296,14814959",1
125,53274,ADA,"42136,04428882","1,23"
126,44899,ADA,"6501,20401734","0,33"
127,47968,XRP,"13313,04597367","0,39"
128,49532,BNB,"43,75260362","293,42"
129,49607,SOL,"496,53352858","139,8"
130,50803,ADA,"88023,50877179","0,54"
131,42700,DOT,"45,92182346","4,44"
132,45254,USDT,"66610,65886694",1
133,43472,DOT,"578,71214944","7,18"
134,43597,XRP,"35559,94165424","1,9"
135,44551,BNB,"4,49364571","212,82"
136,47313,ADA,"70133,62722757","0,55"
137,44891,USDT,"85532,54353043",1
138,46993,BTC,"2,51236704","63915,17"
139,46798,SOL,"192,22992628","139,14"
140,54275,XRP,"48713,29864835","1,42"
141,45255,ETH,"0,43600858","1880,59"
142,48607,USDT,"78207,87570466",1
143,46660,SOL,"255,10231366","147,04"
144,52976,XRP,"42230,9514115","1,21"
145,49197,ETH,"9,91328159","3812,6"
146,45615,USDT,"51979,25168217",1
147,53429,ETH,"4,54100904","3138,12"
148,50535,DOT,"30,42143039","9,52"
149,44468,SOL,"323,9804231","71,16"
150,47061,SOL,"99,4210891","27,14"
151,43628,ETH,"4,90880637","2431,13"
152,45710,USDT,"90428,77321058",1
153,52781,ETH,"2,31605663","2459,24"
154,51489,ETH,"7,63561865","2720,28"
155,47179,BNB,"43,98126437","438,71"
156,51177,SOL,"157,72019185","128,85"
157,45936,ADA,"33790,88565836","0,88"
158,51868,ETH,"7,28822967","3601,58"
159,46721,USDT,"36907,79795662",1
160,50597,USDT,"68549,3903886",1
161,49301,BNB,"25,436477","396,21"
162,51655,BTC,"1,41184459","48300,72"
163,51247,DOT,"225,57858523","12,39"
164,45406,XRP,"15935,81913913","1,38"
165,53820,ETH,"9,80300872","2608,53"
166,48228,ETH,"0,38102063","3929,55"
167,48890,SOL,"389,17795621","194,71"
168,46403,DOT,"729,76099656","21,09"
169,51976,SOL,"332,82014887","25,88"
170,46339,DOT,"203,13060936","17,9"
171,44039,XRP,"31971,45267455","0,32"
172,42742,USDT,"26924,10500049",1
173,43014,ADA,"67417,42317996","0,72"
174,43191,ETH,"5,58450111","3941,93"
175,54467,DOT,"515,89665347","11,79"
176,45191,ETH,"7,9858957","1958,63"
177,43788,BNB,"34,90214409","421,13"
178,50627,XRP,"3671,51973695","1,17"
179,51857,ETH,"1,96037806","1724,1"
180,51480,SOL,"87,5384155","34,83"
181,52811,XRP,"40907,65976711","1,41"
182,48721,XRP,"47476,81071806","1,51"
183,45200,BTC,"0,28184475","48973,74"
184,44285,XRP,"18827,42488006","1,74"
185,52539,SOL,"174,65247407","79,96"
186,49623,ETH,"0,27060377","2479,59"
187,48179,BTC,"2,47570563","64116,12"
188,48597,ADA,"15179,16166675","1,03"
189,51683,BNB,"26,72431107","459,7"
190,49651,DOT,"838,53742472","7,58"
191,52521,DOT,"558,55499414","21,67"
192,51762,BNB,"23,18285246","436,67"
193,52100,DOT,"463,77869141","23,02"
194,51883,ADA,"7941,68393689","0,77"
195,45739,ETH,"9,06479137","3026,55"
196,46484,XRP,"28315,81216391","1,34"
197,48173,BNB,"38,71395939","248,3"
198,45936,DOT,"509,72416269","17,9"
199,52782,BNB,"38,85602927","252,49"
200,43938,BNB,"45,40298998","325,17"
201,53936,XRP,"27390,16937158","0,93"
202,49635,USDT,"98848,61686805",1
203,51155,USDT,"13982,04136957",1
204,52390,XRP,"7732,57942806","1,07"
205,43975,BNB,"30,66668264","258,86"
206,48622,BTC,"2,25050096","49272,91"
207,49080,DOT,"26,72304187","6,49"
208,48483,USDT,"32585,38110659",1
209,52967,SOL,"107,84119055","51,46"
210,47575,XRP,"8610,36421026","1,97"
211,48716,BTC,"1,81818648","47111,4"
212,47593,XRP,"44547,95076994","0,7"
213,48377,USDT,"45062,0145752",1
214,48282,XRP,"47854,57628539","1,35"
215,48644,XRP,"21599,3211694","1,32"
216,43576,USDT,"19252,16771908",1
217,44409,DOT,"506,26404285","24,77"
218,46083,BNB,"7,95130386","250,6"
219,49642,ETH,"0,94536122","3070,37"
220,45543,BTC,"1,4965931","62984,73"
221,43649,XRP,"11572,80174062","1,38"
222,45711,XRP,"45980,94182652","1,99"
223,48557,ADA,"25157,41643891","0,66"
224,43239,USDT,"61737,05777756",1
225,42851,ETH,"4,10114695","2256,23"
226,51660,ETH,"1,85594628","2307,99"
227,52081,XRP,"27231,48372377","0,46"
228,51680,BTC,"0,42435838","50024,25"
229,45733,DOT,"850,84726872","5,56"
230,53406,DOT,"990,89229844","11,2"
231,43584,BNB,"48,72652448",488
232,49320,ADA,"26747,11226941","0,93"
233,43904,BTC,"1,9318033","50402,62"
234,45855,DOT,"388,01182088","6,92"
235,43030,SOL,"103,57282683","101,56"
236,48807,BNB,"36,84330384","328,49"
237,52238,USDT,"25844,87417434",1
238,43178,XRP,"34366,90951987","0,31"
239,50595,DOT,"226,23131503","16,15"
240,43404,SOL,"222,45918641","148,39"
241,53704,BTC,"1,95780772","50103,2"
242,53554,BTC,"0,71237808","47785,63"
243,46620,USDT,"49158,15274565",1
244,48287,USDT,"24202,87494811",1
245,50240,ADA,"78325,004772","0,96"
246,49255,XRP,"28168,60094931","0,74"
247,50982,SOL,"396,87947736","33,51"
248,45475,ADA,"89328,90332183","1,39"
249,50907,XRP,"13895,62495309","1,6"
250,50457,DOT,"619,52511692","4,22"
251,52178,DOT,"768,69877598","8,04"
252,51433,DOT,"41,68373118","21,88"
253,45671,SOL,"488,40192942","43,63"
254,48880,BNB,"1,00342661","487,83"
255,48588,DOT,"537,99064863","13,92"
256,42930,BNB,"16,22126261","317,68"
257,45252,BNB,"25,82382996","264,06"
258,45268,BTC,"1,99108905","55501,92"
259,47358,ADA,"27971,17782573","0,86"
260,47197,XRP,"16044,18257764","0,72"
261,45835,SOL,"316,97190718","192,27"
262,43224,DOT,"854,49410287","18,67"
263,46987,SOL,"307,09145415","172,63"
264,47173,XRP,"47773,68761866","1,62"
265,45422,ETH,"1,71364758","1989,78"
266,46355,XRP,"12305,43688145","1,3"
267,53369,BNB,"29,44631547","284,51"
268,46955,ADA,"91085,81556928","0,88"
269,47598,SOL,"79,18691712","109,47"
270,42665,USDT,"14435,99387615",1
271,46445,SOL,"196,74922745","108,74"
272,51299,BNB,"16,43367425","262,85"
273,45575,USDT,"87254,42101661",1
274,52019,XRP,"6848,61178623","1,29"
275,43611,XRP,"37435,970754","1,87"
276,44617,BNB,"47,7965307","400,44"
277,53713,BTC,"2,58857844","50239,35"
278,43820,XRP,"19871,5079237","1,94"
279,44169,ADA,"64858,31579808","0,76"
280,48148,USDT,"83969,45549141",1
281,52009,BNB,"17,89503366","417,27"
282,48342,BTC,"0,55539466","53122,9"
283,49053,DOT,"983,10942996","18,74"
284,46931,DOT,"19,41115242","23,56"
285,48668,XRP,"3143,60895354","1,52"
286,47567,USDT,"33587,77928073",1
287,47131,BNB,"9,49456777","273,89"
288,52591,BTC,"0,21012877","46520,98"
289,47674,USDT,"69237,78907341",1
290,46075,DOT,"581,30830591","17,75"
291,52428,ETH,"4,22883725","2653,44"
292,54343,SOL,"423,69140862","138,99"
293,46216,USDT,"91528,15314894",1
294,50595,XRP,"27792,86946627","0,72"
295,44543,USDT,"8522,28256322",1
296,53992,ADA,"9506,43814887","0,58"
297,44075,ADA,"37272,16642107","0,74"
298,50789,BNB,"25,70954575","293,54"
299,43079,ADA,"7895,47791192","1,1"
300,48434,XRP,"12269,18101276","1,75"
301,50200,BNB,"27,78972196","345,65"
302,50058,BTC,"2,50944719","43024,89"
303,52415,XRP,"9855,27499387","1,73"
304,47031,BTC,"2,75319148","61751,58"
305,46351,SOL,"363,86996058","47,48"
306,51592,USDT,"62308,31836788",1
307,47723,ADA,"85503,85541761","0,38"
308,45931,BTC,"2,59596215","48234,49"
309,43357,ETH,"2,6190967","3164,32"
310,48126,DOT,"339,27058796","5,78"
311,50412,ETH,"7,83143922","3973,14"
312,50447,ADA,"53327,12433808","0,97"
313,46052,DOT,"633,07501955","22,13"
314,46710,ADA,"16932,07062947","1,23"
315,49456,DOT,"315,28643343","5,06"
316,47159,DOT,"395,72859075","18,39"
317,49006,SOL,"268,25552781","184,39"
318,48375,ADA,"66889,62602718","0,96"
319,45413,BTC,"2,17638981",43226
320,52080,USDT,"13888,44574505",1
321,54427,DOT,"722,98357405","5,67"
322,54638,USDT,"80184,52085738",1
323,50274,ADA,"33793,407026","0,68"
324,54452,XRP,"14789,90991919","0,72"
325,44751,BTC,"2,66101702","51800,04"
326,42812,BTC,"0,78586656","65331,48"
327,47351,DOT,"670,45135117","7,74"
328,43643,BNB,"10,90203659","403,73"
329,50967,ADA,"13151,8572865","0,52"
330,54355,XRP,"17831,02261467","0,7"
331,43924,DOT,"752,50107165","3,17"
332,50165,BTC,"2,57587546","46657,79"
333,43564,USDT,"81384,79369637",1
334,47385,BNB,"48,92282798","465,14"
335,46288,BTC,"2,56555007","50928,35"
336,48692,XRP,"44655,76469213","1,57"
337,53632,ETH,"1,93485496","2649,3"
338,53483,BTC,"2,43881125","44432,97"
339,49610,USDT,"96262,88221973",1
340,43050,BTC,"0,17772527","42699,85"
341,51542,DOT,"669,03864717","23,83"
342,46066,SOL,"91,01331007","95,9"
343,46042,ETH,"0,2486945","3232,9"
344,53447,ADA,"21260,14771527","1,06"
345,46816,SOL,"371,74834065","123,74"
346,45938,USDT,"17341,21187354",1
347,53490,DOT,"19,88312709","21,66"
348,46201,DOT,"784,67612855","22,7"
349,53586,ADA,"83710,59573244","1,26"
350,44155,DOT,"702,17727444","22,36"
351,44775,SOL,"335,7145246","24,14"
352,54281,DOT,"956,27611398","17,53"
353,46179,DOT,"454,58791755","7,55"
354,53271,ETH,"5,67896938","3007,32"
355,47655,ETH,"6,53810614","1994,14"
356,44768,BNB,"8,67977862","323,72"
357,43389,USDT,"58459,03247218",1
358,46909,ADA,"43513,20859253","0,4"
359,44964,XRP,"20349,94006532","1,69"
360,54219,SOL,"284,25889142","192,13"
361,43416,XRP,"7635,03314279","1,56"
362,48749,ETH,"9,17153005","3179,88"
363,50125,BNB,"45,06167788","216,13"
364,48332,XRP,"49563,36492198","1,33"
365,43177,BNB,"15,5089511","309,81"
366,48176,USDT,"30839,51177296",1
367,53801,BTC,"0,9037899","48524,61"
368,48933,ETH,"5,40472056","2393,63"
369,54476,ADA,"90695,24262886","0,95"
370,48122,DOT,"518,90901937","5,8"
371,44399,SOL,"273,31888191","69,03"
372,43869,BNB,"44,72060975","264,49"
373,48846,DOT,"975,93089301","8,41"
374,50547,ADA,"41551,65493969","0,9"
375,44262,ADA,"51959,47457189","0,34"
376,45805,ETH,"8,94873543","2414,07"
377,46957,SOL,"161,71773109","118,99"
378,46276,BTC,"0,34766298",60190
379,46926,USDT,"90580,98070537",1
380,49400,SOL,"456,68575372","152,09"
381,45383,DOT,"286,30213068","14,89"
382,52478,BNB,"43,63284444","297,05"
383,47535,SOL,"431,44873824","96,39"
384,46456,DOT,"489,1445588","4,24"
385,47254,ETH,"8,97170713","2886,23"
386,48837,ADA,"95720,25566682","1,4"
387,45437,ADA,"28713,52954417","0,45"
388,43098,SOL,"72,30777333","141,26"
389,44397,ETH,"6,30769558","3160,52"
390,49753,SOL,"38,724344","39,93"
391,45329,XRP,"2743,73974389","1,05"
392,43907,USDT,"51519,17230138",1
393,45093,BNB,"26,1558972","253,87"
394,50832,BTC,"2,98018763","56417,66"
395,48543,ETH,"2,45721192","1590,38"
396,50072,BNB,"23,91424116","314,35"
397,53452,SOL,"23,92352526","97,24"
398,52202,ETH,"8,13046387","3027,72"
399,42690,ETH,"0,17820123","3327,91"
400,45770,SOL,"77,24607604","178,77"
401,49101,DOT,"819,95187971","12,02"
402,44925,BTC,"0,68526661","58879,08"
403,50185,XRP,"38463,41324498","1,83"
404,53616,ETH,"8,82985644","3002,26"
405,49184,DOT,"779,82836259","22,67"
406,47757,ADA,"98329,44745746","0,46"
407,45905,BNB,"5,55348598","475,28"
408,49875,BNB,"19,02915984","305,67"
409,50504,ETH,"6,40600572","3384,43"
410,52524,ETH,"4,66480903","2179,35"
411,45949,SOL,"360,33287761","166,8"
412,46343,SOL,"449,32825861","53,16"
413,43898,XRP,"36603,01616056","1,19"
414,53235,SOL,"457,51011532","111,68"
415,52035,DOT,"336,72914266","11,3"
416,47502,SOL,"118,91898299","158,5"
417,43509,SOL,"287,51026157","177,34"
418,48962,XRP,"36208,34717752","1,11"
419,47115,DOT,"926,43581952","4,36"
420,42840,BTC,"0,9232887","51937,19"
421,43794,SOL,"92,16368504","70,38"
422,46186,ETH,"7,47415411","1880,5"
423,50935,ETH,"3,59885389","3720,37"
424,49929,BNB,"30,48277197","313,68"
425,50808,ADA,"90938,81138142","0,94"
426,47008,ADA,"14041,89468672","1,23"
427,45788,BTC,"0,28976794","46696,71"
428,43491,BTC,"2,44999956","46920,06"
429,50343,ETH,"9,08181751","2300,72"
430,53549,ADA,"5413,68308803","1,41"
431,53793,BNB,"8,6608628","399,48"
432,49595,ADA,"72279,7850441","0,73"
433,51574,XRP,"31222,06993662","0,75"
434,43196,BTC,"2,34384683","48893,2"
435,48589,ADA,"42111,71535444","0,71"
436,49348,USDT,"77590,95291185",1
437,51552,ADA,"19008,08708308","1,3"
438,53509,ADA,"81642,72083419","0,97"
439,50368,SOL,"127,2942139","86,03"
440,43503,BNB,"2,64587845","433,44"
441,50795,BTC,"0,52446707","64354,89"
442,44884,USDT,"64316,35758792",1
443,42654,BNB,"11,1783192","336,45"
444,54045,BNB,"26,79430092","351,45"
445,43413,USDT,"17155,87745143",1
446,51388,BNB,"30,6302396","348,93"
447,54577,ETH,"4,75444405","2424,65"
448,51529,ETH,"6,61948109","3387,22"
449,48191,SOL,"168,090874","26,75"
450,45492,BTC,"1,91913941","55232,66"
451,46737,DOT,"267,71642161","22,55"
452,52998,SOL,"343,35047052","151,79"
453,48597,USDT,"24061,49414537",1
454,48385,USDT,"3103,37987131",1
455,46108,DOT,"10,24341831","19,4"
456,45188,USDT,"42078,79413808",1
457,51377,SOL,"353,70621187","166,39"
458,47360,SOL,"393,4259643","87,09"
459,53835,ADA,"88434,05845552","1,37"
460,54513,SOL,"261,17071468","176,3"
461,53300,XRP,"37510,51976411","1,58"
462,44163,BTC,"2,2072544","45555,45"
463,44849,SOL,"406,91516754","160,04"
464,53801,XRP,"13686,33272108","1,74"
465,43590,ADA,"32231,37291843","0,99"
466,49762,USDT,"76349,63404584",1
467,44381,BTC,"1,42598473","69516,04"
468,48395,SOL,"72,47845027","93,62"
469,47385,DOT,"40,32451762","22,71"
470,52586,ETH,"5,27979893","3915,03"
471,51382,USDT,"65399,52501359",1
472,50640,DOT,"84,02430962","10,87"
473,46260,BTC,"1,4190954","49735,87"
474,49331,ETH,"5,83987002","2994,56"
475,51819,SOL,"462,22501127","79,07"
476,47669,ADA,"59534,06582024","0,82"
477,51761,ADA,"66545,81857458","0,42"
478,54366,ADA,"27414,75686597","1,14"
479,53116,BNB,"15,90074474","240,05"
480,50709,ETH,"9,41668945","1861,32"
481,43859,XRP,"3956,10148623","0,47"
482,53286,BNB,"49,03327956","312,58"
483,43905,BNB,"42,4888156","287,84"
484,50071,ETH,"5,48195517","2453,37"
485,47829,DOT,"883,40023162","19,45"
486,45204,BNB,"21,33978149","431,96"
487,54501,SOL,"218,04568102","33,37"
488,43469,DOT,"292,02498596","5,76"
489,53322,DOT,"519,75179345","9,58"
490,45323,DOT,"531,56127278","14,31"
491,46810,ETH,"3,33594588","1676,39"
492,45235,ADA,"3712,91993299","0,33"
493,50112,ETH,"3,08984018","2006,04"
494,54276,USDT,"60831,6060437",1
495,44748,BNB,"36,68224395","389,83"
496,48340,SOL,"435,27982549","167,26"
497,44415,DOT,"908,13462792","4,66"
498,53675,BTC,"2,21102614","62276,04"
499,48332,USDT,"85678,16861111",1
500,50941,ETH,"2,93578169","3975,19"
501,42823,ETH,"2,15225881","3007,18"
502,52021,DOT,"613,0234937","24,78"
503,43274,ETH,"2,95968774","3596,81"
504,50467,BNB,"14,22219313","242,07"
505,50153,XRP,"18776,04584319","1,62"
506,43063,XRP,"14386,17304877","0,98"
507,50149,BNB,"38,57029863","255,44"
508,47625,XRP,"38109,52724527","1,97"
509,54365,XRP,"43164,775796","1,44"
510,44520,ADA,"99837,00002596","0,78"
511,47702,USDT,"24602,6797489",1
512,52661,USDT,"53405,07905061",1
513,48319,BNB,"24,13161848","278,93"
514,53939,BNB,"45,07440765","334,61"
515,46143,DOT,"806,19118513","19,53"
516,47324,ADA,"61708,54922014","1,29"
517,47077,BNB,"26,30509743","270,54"
518,52156,USDT,"93516,44778611",1
519,45425,ETH,"7,28065968","3239,37"
520,52736,DOT,"719,81593182","10,2"
521,46305,ADA,"54464,14148127","0,36"
522,46627,SOL,"122,71026881","146,65"
523,51340,ADA,"63096,80404846","0,75"
524,49204,BTC,"1,73316466","48324,16"
525,43288,USDT,"14261,50577594",1
526,48789,DOT,"701,89308569","21,9"
527,50873,SOL,"82,69799448","64,24"
528,48406,DOT,"608,7185907","19,36"
529,48709,BTC,"2,85783159","69145,09"
530,45533,BNB,"42,04832928","327,79"
531,43963,BTC,"0,46264162","42264,65"
532,49259,USDT,"56101,48477761",1
533,46888,SOL,"205,65498769","160,46"
534,43972,USDT,"94761,26220715",1
535,44575,ETH,"8,27516386","2302,5"
536,52016,BTC,"2,3257292","65955,25"
537,43766,BTC,"2,19919816","58693,07"
538,51384,USDT,"66139,87218453",1
539,49700,XRP,"13455,57949358","0,62"
540,42887,SOL,"30,10221874","148,96"
541,47478,BTC,"2,42633851","59619,59"
542,44066,SOL,"414,96887803","176,02"
543,54438,ADA,"13078,49782417","1,3"
544,50146,BNB,"29,68778884","439,41"
545,44954,XRP,"36424,54649894","1,24"
546,50787,SOL,"471,00754016","149,16"
547,49724,XRP,"5873,35788425","1,43"
548,49441,BNB,"34,02275679","316,93"
549,52645,BNB,"4,75793956","284,29"
550,48267,USDT,"78481,18624581",1
551,53079,ADA,"66177,7519891","1,25"
552,46723,BNB,"49,11261658","206,49"
553,43284,ETH,"9,11948127","3793,35"
554,47058,ETH,"0,27631634","3081,12"
555,46125,SOL,"215,64296465","53,51"
556,47059,USDT,"80646,83304672",1
557,52433,BTC,"1,54349665","59501,95"
558,44300,BNB,"11,30516805","375,29"
559,48793,BNB,"31,05021362","443,52"
560,54176,ADA,"5067,94741268","0,56"
561,51728,ETH,"6,06659741","3979,87"
562,54095,ADA,"96930,18811407","1,29"
563,48313,XRP,"24046,48054021","1,22"
564,53143,BTC,"1,44612017","51109,93"
565,45448,XRP,"5427,7346055","1,66"
566,49963,BTC,"2,98848041","52291,08"
567,46094,BNB,"12,23219263","246,85"
568,48704,USDT,"79222,14490851",1
569,48694,ADA,"34722,20256288","0,44"
570,45923,DOT,"99,08390168","22,68"
571,52076,USDT,"13104,39533554",1
572,54534,ADA,"93126,53472997","1,19"
573,45139,BTC,"0,26890624","43917,58"
574,53269,XRP,"24047,60488963","1,67"
575,47772,DOT,"21,68109737","4,3"
576,52131,ETH,"9,83535904","1644,1"
577,47882,ADA,"6835,01950094","0,91"
578,50690,DOT,"132,557424","18,74"
579,50652,XRP,"10500,00107881","0,68"
580,51246,BNB,"20,60954219","433,26"
581,44527,USDT,"1845,16877809",1
582,52275,USDT,"8133,6128769",1
583,53202,USDT,"50278,6571142",1
584,43577,DOT,"194,45030437","14,84"
585,47459,BTC,"0,14455999","42278,51"
586,49075,DOT,"138,3873791","19,23"
587,49811,XRP,"2681,45187912","0,84"
588,49781,USDT,"94316,3948966",1
589,45580,SOL,"370,4652724","176,98"
590,48953,BNB,"18,92580184","442,09"
591,43589,XRP,"17081,1621737","1,73"
592,43978,BNB,"15,61359189","391,4"
593,50525,SOL,"396,21627932","118,51"
594,50722,BTC,"0,11216547","63118,28"
595,51090,ETH,"7,09016124","2810,68"
596,46228,ETH,"9,93717208","1845,14"
597,43930,USDT,"33352,52633616",1
598,50913,BNB,"23,5094799","266,91"
599,54522,DOT,"8,95609322","13,09"
600,44264,DOT,"212,948256","24,1"
601,48555,ETH,"6,21650958","3527,61"
602,49401,ADA,"35246,87512029","0,93"
603,51247,BNB,"13,90896236","236,69"
604,45821,XRP,"45561,01442267","0,56"
605,45766,ETH,"0,39592333","3893,88"
606,42756,DOT,"381,6166075","16,15"
607,52813,SOL,"412,79031848","50,19"
608,48393,BNB,"1,25127288","218,61"
609,49606,BNB,"2,5955249","431,4"
610,43653,SOL,"205,19521177","85,52"
611,44858,ADA,"438,81372835","0,58"
612,43452,USDT,"12525,24436095",1
613,43559,BTC,"0,45420321","64738,4"
614,51401,XRP,"32689,11610567","0,45"
615,43215,BNB,"47,09974162","366,14"
616,44029,SOL,"226,23263609","162,86"
617,52550,XRP,"46105,42569943","0,76"
618,42898,ETH,"0,46185405","3066,39"
619,52393,BNB,"47,68568733","214,22"
620,45727,SOL,"15,60482103","32,55"
621,54195,ETH,"9,29777089","3697,96"
622,46296,ETH,"1,25310628","2617,45"
623,43652,DOT,"16,45928655","13,13"
624,49095,ETH,"8,82401783","3200,52"
625,47187,USDT,"66597,24214897",1
626,43023,SOL,"43,18584962","92,08"
627,54268,XRP,"4891,2545799","1,05"
628,49317,XRP,"46853,63349555","1,05"
629,47333,BNB,"8,21938223","351,85"
630,46161,ETH,"9,87721921","1553,82"
631,53152,BNB,"40,42755186","223,82"
632,50880,ADA,"96254,26361718","0,34"
633,49948,ADA,"66935,78598093","0,56"
634,52239,ADA,"54479,00090535","1,39"
635,45415,BTC,"1,98988718","44840,99"
636,50398,SOL,"438,98778072","60,55"
637,52748,ADA,"41542,5038743","0,86"
638,52374,ETH,"6,81301822","1552,25"
639,51120,ADA,"91728,13390085","1,29"
640,49090,BTC,"0,20499919","59893,33"
641,42741,ETH,"8,46556342","3183,98"
642,43419,BTC,"2,67097847","69726,98"
643,52724,ETH,"2,69971695","1540,23"
644,54404,BTC,"2,45839043","53295,2"
645,54311,XRP,"39424,2690199","0,33"
646,54343,ETH,"7,08016577","3594,73"
647,50782,USDT,"50940,77705925",1
648,52523,SOL,"167,31621585","162,04"
649,47892,SOL,"426,14596314","28,03"
650,43747,XRP,"36429,78449917","1,26"
651,46548,ETH,"3,99116626","2526,68"
652,44882,XRP,"2833,43527139","0,49"
653,42675,BTC,"2,78243191","51319,94"
654,47785,BNB,"13,21217517","394,26"
655,49577,DOT,"715,60371039","23,88"
656,49876,BNB,"26,39616435","410,23"
