id,usuario_id,monto,fecha_inicio,fecha_fin,estado,tipo
116,44642,24043.61,2021-02-16,2022-02-11,Moroso,Automotriz
117,44248,16204.93,2023-11-11,2024-11-05,Pagado,Automotriz
118,47608,37667.42,2023-11-01,2027-10-11,Moroso,Hipotecario
119,45287,3930.95,2024-07-27,2028-07-06,Activo,Estudiantil
120,49294,38034.98,2025-02-01,2025-07-31,Pagado,Hipotecario
121,44156,36024.51,2022-09-23,2023-09-18,Moroso,Estudiantil
122,49932,25688.26,2025-04-17,2026-04-12,Pagado,Hipotecario
123,52298,16717.66,2020-09-07,2022-08-28,Moroso,Automotriz
124,49174,5033.69,2021-07-24,2023-07-14,Pagado,Automotriz
125,45992,17709.35,2025-02-26,2028-02-11,Moroso,Estudiantil
126,47989,29346.46,2022-11-09,2024-10-29,Activo,Estudiantil
127,48492,19510.47,2023-06-25,2027-06-04,Moroso,Estudiantil
128,47662,43299.62,2021-07-15,2022-01-11,Moroso,Automotriz
129,47868,21387.86,2023-01-31,2026-01-15,Pagado,Personal
130,54282,15886.93,2024-04-14,2024-10-11,Pagado,Automotriz
131,50216,46651.35,2021-12-07,2025-11-16,Moroso,Estudiantil
132,54098,40219.28,2024-06-12,2024-12-09,Pagado,Hipotecario
133,48956,19420.46,2020-08-13,2022-08-03,Activo,Hipotecario
134,44692,46785.98,2022-10-30,2026-10-09,Activo,Personal
135,45776,18193.21,2024-11-05,2025-05-04,Moroso,Estudiantil
136,47078,44736.35,2022-02-09,2026-01-19,Activo,Hipotecario
137,51371,34322.26,2024-11-27,2025-11-22,Activo,Hipotecario
138,53173,42802.19,2021-06-29,2024-06-13,Activo,Automotriz
139,51834,27623.50,2023-02-16,2024-02-11,Pagado,Estudiantil
140,46737,13496.21,2024-11-27,2025-05-26,Activo,Personal
141,48059,36776.31,2022-04-12,2026-03-22,Pagado,Personal
142,52333,28988.12,2021-11-20,2022-11-15,Moroso,Automotriz
143,43840,33040.77,2023-10-08,2025-09-27,Moroso,Estudiantil
144,47291,47003.80,2021-12-17,2022-12-12,Pagado,Hipotecario
145,54190,48717.23,2025-03-05,2029-02-12,Moroso,Estudiantil
146,46658,24247.93,2025-02-05,2026-01-31,Activo,Personal
147,54118,23648.26,2020-08-04,2024-07-14,Pagado,Automotriz
148,49397,21387.37,2023-05-07,2027-04-16,Moroso,Hipotecario
149,50048,30164.01,2024-09-29,2026-09-19,Moroso,Estudiantil
150,51347,19155.89,2020-10-02,2022-09-22,Pagado,Estudiantil
151,42917,13376.14,2021-07-16,2023-07-06,Pagado,Personal
152,46576,29125.98,2023-09-04,2024-08-29,Activo,Automotriz
153,46690,18237.88,2023-03-16,2025-03-05,Moroso,Automotriz
154,54444,34056.07,2022-08-16,2024-08-05,Activo,Estudiantil
155,44336,8908.41,2021-01-29,2024-01-14,Pagado,Personal
156,43893,26241.34,2022-08-21,2023-08-16,Pagado,Automotriz
157,49570,49889.92,2025-05-31,2028-05-15,Activo,Automotriz
158,53964,32377.50,2021-04-04,2024-03-19,Moroso,Automotriz
159,52948,46611.80,2021-04-26,2023-04-16,Pagado,Automotriz
160,48338,9312.40,2024-09-20,2025-03-19,Pagado,Estudiantil
161,52943,19395.31,2021-03-06,2021-09-02,Pagado,Personal
162,53151,11072.37,2025-02-13,2029-01-23,Pagado,Hipotecario
163,53894,13644.45,2021-08-28,2022-08-23,Activo,Hipotecario
164,48729,7176.45,2021-09-05,2025-08-15,Moroso,Hipotecario
165,47309,35381.25,2024-08-18,2025-08-13,Moroso,Estudiantil
166,50696,18689.44,2025-04-07,2025-10-04,Pagado,Hipotecario
167,53987,15654.53,2021-12-29,2023-12-19,Moroso,Personal
168,46985,41064.91,2022-11-04,2025-10-19,Moroso,Estudiantil
169,47774,48632.13,2025-01-28,2026-01-23,Activo,Automotriz
170,50990,41686.91,2024-03-09,2028-02-17,Moroso,Automotriz
171,50588,45069.93,2022-05-23,2026-05-02,Pagado,Personal
172,45071,16623.50,2025-03-05,2026-02-28,Moroso,Estudiantil
173,52666,11911.41,2022-04-19,2025-04-03,Moroso,Automotriz
174,44616,40483.42,2023-03-29,2024-03-23,Pagado,Hipotecario
175,43251,5505.87,2023-12-25,2025-12-14,Activo,Estudiantil
176,46547,27526.93,2023-10-07,2027-09-16,Pagado,Personal
177,52118,48545.04,2024-04-25,2028-04-04,Activo,Automotriz
178,46748,16266.79,2024-12-28,2026-12-18,Moroso,Automotriz
179,48991,4001.27,2024-06-05,2027-05-21,Pagado,Estudiantil
180,43246,14175.96,2021-08-13,2022-02-09,Pagado,Hipotecario
181,44139,16401.84,2022-09-12,2025-08-27,Activo,Hipotecario
182,46492,38417.65,2022-07-02,2024-06-21,Activo,Automotriz
183,53950,4181.67,2021-02-17,2021-08-16,Moroso,Hipotecario
184,49483,34407.87,2023-06-19,2025-06-08,Activo,Automotriz
185,47610,36050.59,2020-10-07,2024-09-16,Activo,Automotriz
186,53975,16562.35,2025-04-19,2028-04-03,Activo,Hipotecario
187,53248,24666.33,2022-07-18,2026-06-27,Pagado,Automotriz
188,45677,4432.63,2022-06-18,2026-05-28,Pagado,Hipotecario
189,47678,2640.23,2020-08-25,2023-08-10,Pagado,Automotriz
190,50243,41828.86,2021-03-11,2021-09-07,Activo,Hipotecario
191,52265,36289.70,2021-02-01,2021-07-31,Activo,Personal
192,47130,26526.81,2022-07-15,2026-06-24,Moroso,Personal
193,50900,18091.39,2021-02-28,2021-08-27,Activo,Estudiantil
194,53541,4924.92,2020-11-08,2021-05-07,Activo,Automotriz
195,44591,14694.52,2023-05-26,2026-05-10,Activo,Automotriz
196,53820,38520.70,2021-03-11,2025-02-18,Pagado,Estudiantil
197,44705,34555.23,2024-12-17,2028-11-26,Pagado,Estudiantil
198,53117,23011.51,2022-08-12,2023-08-07,Activo,Personal
199,47889,14230.19,2022-12-16,2023-06-14,Pagado,Hipotecario
200,53434,35842.56,2024-09-19,2026-09-09,Pagado,Estudiantil
201,51712,9221.05,2022-05-30,2024-05-19,Moroso,Automotriz
202,49488,45386.23,2025-03-05,2026-02-28,Moroso,Hipotecario
203,53416,30899.20,2021-09-18,2025-08-28,Activo,Personal
204,53199,41443.88,2025-06-12,2025-12-09,Moroso,Estudiantil
205,45564,39505.35,2025-06-28,2028-06-12,Activo,Automotriz
206,51321,12700.91,2024-08-10,2028-07-20,Moroso,Hipotecario
207,51550,36305.28,2022-08-27,2023-02-23,Pagado,Estudiantil
208,43212,10736.70,2024-08-11,2025-02-07,Activo,Estudiantil
209,48763,16549.09,2024-01-19,2027-12-29,Moroso,Hipotecario
210,49214,27174.49,2022-03-17,2024-03-06,Activo,Personal
211,49522,49026.71,2021-05-23,2023-05-13,Pagado,Personal
212,53010,39755.76,2021-05-31,2024-05-15,Moroso,Automotriz
213,44150,39505.47,2024-04-03,2025-03-29,Moroso,Hipotecario
214,45704,45093.64,2023-08-08,2024-02-04,Pagado,Hipotecario
215,51823,46802.54,2024-03-11,2026-03-01,Moroso,Hipotecario
216,49785,42649.47,2024-02-01,2025-01-26,Pagado,Hipotecario
217,43689,21791.09,2024-07-23,2025-07-18,Moroso,Hipotecario
218,53928,5818.52,2021-01-18,2024-12-28,Activo,Automotriz
219,52947,26303.72,2021-06-04,2023-05-25,Moroso,Hipotecario
220,45784,19707.90,2021-02-07,2025-01-17,Activo,Personal
221,53694,42891.18,2024-01-05,2026-12-20,Pagado,Estudiantil
222,43823,23681.88,2023-06-23,2025-06-12,Activo,Hipotecario
223,51780,33948.18,2021-07-08,2022-01-04,Activo,Automotriz
224,54282,11129.05,2022-09-14,2024-09-03,Moroso,Estudiantil
225,46349,31732.07,2022-03-21,2025-03-05,Activo,Automotriz
226,51244,29784.51,2022-03-16,2025-02-28,Moroso,Automotriz
227,46303,36529.58,2025-02-24,2028-02-09,Activo,Automotriz
228,51931,23723.98,2024-05-27,2027-05-12,Moroso,Automotriz
229,48187,33557.05,2021-10-12,2023-10-02,Moroso,Hipotecario
230,54329,2735.97,2024-03-05,2027-02-18,Pagado,Personal
231,47008,31334.11,2022-02-24,2025-02-08,Pagado,Hipotecario
232,51674,3304.96,2022-12-16,2026-11-25,Pagado,Automotriz
233,53968,11081.43,2024-07-10,2025-07-05,Moroso,Automotriz
234,43324,22516.07,2022-09-18,2024-09-07,Moroso,Estudiantil
235,44845,16756.02,2021-03-25,2022-03-20,Activo,Personal
236,44054,4473.09,2024-05-10,2025-05-05,Activo,Automotriz
237,48156,45869.82,2025-04-08,2027-03-29,Moroso,Estudiantil
238,51098,23791.08,2021-06-03,2024-05-18,Moroso,Hipotecario
239,50737,34341.82,2021-01-07,2021-07-06,Pagado,Hipotecario
240,44421,48651.15,2025-03-09,2027-02-27,Pagado,Estudiantil
241,53068,43422.34,2020-09-17,2021-09-12,Activo,Hipotecario
242,49066,11590.16,2021-05-19,2024-05-03,Activo,Hipotecario
243,52024,41336.92,2022-08-07,2025-07-22,Moroso,Estudiantil
244,44548,17157.30,2022-01-01,2023-12-22,Moroso,Hipotecario
245,48216,5346.14,2024-01-17,2024-07-15,Moroso,Automotriz
246,46280,7410.81,2024-09-19,2026-09-09,Activo,Estudiantil
247,47430,27971.91,2024-09-06,2026-08-27,Pagado,Hipotecario
248,43363,32175.04,2022-05-29,2023-05-24,Moroso,Estudiantil
249,54040,19306.06,2023-12-31,2025-12-20,Pagado,Estudiantil
250,53154,7910.94,2021-02-01,2021-07-31,Moroso,Estudiantil
251,46090,36378.50,2021-12-27,2024-12-11,Pagado,Personal
252,45139,11633.76,2023-10-24,2024-10-18,Activo,Personal
253,46389,16697.21,2020-08-09,2023-07-25,Moroso,Hipotecario
254,51911,18942.71,2023-11-28,2024-11-22,Activo,Estudiantil
255,52756,49061.50,2022-11-04,2023-05-03,Pagado,Automotriz
256,51069,45103.82,2024-06-16,2024-12-13,Moroso,Hipotecario
257,50171,18646.14,2023-01-06,2024-01-01,Moroso,Hipotecario
258,46995,8798.82,2024-03-09,2027-02-22,Activo,Automotriz
259,50849,42577.40,2025-04-25,2029-04-04,Moroso,Hipotecario
260,44646,25642.52,2024-09-23,2027-09-08,Activo,Personal
261,44749,12224.45,2021-11-26,2022-05-25,Moroso,Hipotecario
262,49613,18985.61,2022-03-15,2022-09-11,Pagado,Automotriz
263,49060,9751.14,2023-02-10,2024-02-05,Moroso,Hipotecario
264,42793,21657.95,2022-06-10,2022-12-07,Activo,Hipotecario
265,50819,3735.25,2021-01-31,2021-07-30,Pagado,Personal
266,48018,18616.34,2025-07-07,2028-06-21,Pagado,Estudiantil
267,49689,11704.77,2025-03-14,2028-02-27,Pagado,Personal
268,53812,10038.84,2021-02-08,2023-01-29,Activo,Personal
269,47161,23542.59,2023-04-04,2026-03-19,Pagado,Estudiantil
270,45571,12287.86,2021-01-27,2023-01-17,Moroso,Hipotecario
271,49822,39288.12,2021-01-05,2021-12-31,Pagado,Automotriz
272,49060,23684.95,2025-07-22,2026-01-18,Activo,Automotriz
273,53321,31797.14,2024-08-23,2026-08-13,Moroso,Hipotecario
274,44371,45082.63,2024-11-12,2025-11-07,Pagado,Automotriz
275,52066,44989.76,2025-02-08,2027-01-29,Pagado,Automotriz
276,53726,15016.20,2021-12-05,2023-11-25,Moroso,Hipotecario
277,50133,21931.30,2021-01-26,2025-01-05,Activo,Hipotecario
278,49055,1716.68,2024-11-27,2025-05-26,Activo,Personal
279,45788,4035.71,2021-04-08,2021-10-05,Moroso,Automotriz
280,45544,28290.52,2022-03-03,2023-02-26,Pagado,Automotriz
281,54035,38107.33,2021-03-03,2023-02-21,Activo,Personal
282,51845,8955.50,2021-03-02,2022-02-25,Moroso,Hipotecario
283,49978,42156.05,2022-08-03,2023-07-29,Pagado,Personal
284,46695,47691.77,2024-01-09,2024-07-07,Pagado,Personal
285,54543,15293.12,2021-08-10,2022-08-05,Pagado,Automotriz
286,53302,10096.58,2025-06-07,2026-06-02,Pagado,Hipotecario
287,53002,23145.63,2022-09-06,2025-08-21,Pagado,Personal
288,47559,20780.62,2025-07-06,2027-06-26,Activo,Estudiantil
289,49709,18684.64,2020-12-04,2021-06-02,Activo,Hipotecario
290,51116,13433.23,2021-04-14,2021-10-11,Activo,Personal
291,45180,28191.42,2024-02-26,2027-02-10,Pagado,Hipotecario
292,44957,35251.17,2025-07-21,2028-07-05,Activo,Personal
293,44087,45701.80,2025-05-25,2029-05-04,Activo,Personal
294,44336,43931.01,2025-01-13,2025-07-12,Activo,Automotriz
295,47027,4599.65,2023-04-12,2025-04-01,Activo,Hipotecario
296,42685,18111.98,2022-10-22,2023-10-17,Activo,Personal
297,46422,15213.49,2022-04-29,2024-04-18,Activo,Personal
298,48868,22013.52,2023-04-06,2025-03-26,Moroso,Hipotecario
299,49464,15978.86,2022-08-14,2023-02-10,Activo,Automotriz
300,48353,21087.67,2022-11-06,2026-10-16,Moroso,Hipotecario
301,50074,9199.49,2023-12-15,2024-06-12,Pagado,Estudiantil
302,49225,38026.75,2021-09-13,2023-09-03,Moroso,Automotriz
303,50904,39998.46,2023-02-21,2027-01-31,Activo,Hipotecario
304,49076,39876.16,2024-06-23,2028-06-02,Activo,Personal
305,47365,37061.67,2023-04-12,2026-03-27,Moroso,Personal
306,48208,26630.88,2021-03-16,2025-02-23,Pagado,Automotriz
307,46629,8900.96,2020-08-31,2021-02-27,Activo,Personal
308,45062,35877.69,2024-06-26,2027-06-11,Moroso,Personal
309,43899,46972.01,2025-05-18,2029-04-27,Pagado,Automotriz
310,54331,40076.75,2021-06-09,2025-05-19,Pagado,Personal
311,43248,15525.42,2021-03-18,2025-02-25,Activo,Estudiantil
312,42764,44743.35,2025-02-28,2028-02-13,Moroso,Personal
313,48711,9959.74,2022-05-27,2023-05-22,Moroso,Personal
314,51949,49060.45,2024-11-21,2028-10-31,Pagado,Personal
315,45934,46565.62,2022-11-04,2026-10-14,Moroso,Automotriz
316,53745,13689.02,2021-09-18,2025-08-28,Moroso,Personal
317,52972,10276.31,2023-07-23,2025-07-12,Pagado,Personal
318,43477,29523.09,2021-03-04,2022-02-27,Pagado,Personal
319,53829,11244.37,2022-08-31,2025-08-15,Moroso,Hipotecario
320,50285,16153.80,2023-09-25,2027-09-04,Moroso,Estudiantil
321,47584,3678.07,2023-01-05,2025-12-20,Pagado,Hipotecario
322,46803,48755.47,2021-12-06,2022-06-04,Pagado,Personal
323,43844,17696.04,2024-04-25,2026-04-15,Activo,Estudiantil
324,47289,23979.73,2025-03-17,2025-09-13,Moroso,Hipotecario
325,46133,15564.89,2023-02-28,2025-02-17,Pagado,Personal
326,44438,32941.51,2025-02-01,2025-07-31,Pagado,Automotriz
327,48828,39790.24,2020-08-27,2021-02-23,Pagado,Estudiantil
328,47145,18273.30,2025-04-22,2027-04-12,Pagado,Hipotecario
329,52310,44825.16,2023-02-19,2026-02-03,Moroso,Estudiantil
330,50682,6320.21,2021-06-20,2022-06-15,Pagado,Personal
331,48214,19323.17,2021-09-24,2022-03-23,Pagado,Estudiantil
332,49505,22745.36,2022-11-02,2023-05-01,Moroso,Automotriz
333,48721,26041.31,2021-07-27,2022-01-23,Activo,Automotriz
334,50656,3227.01,2021-07-01,2023-06-21,Moroso,Estudiantil
335,45043,10309.81,2025-04-17,2027-04-07,Moroso,Hipotecario
336,51830,30707.41,2021-11-28,2023-11-18,Activo,Personal
337,47224,24685.29,2022-11-27,2025-11-11,Pagado,Personal
338,43231,43909.80,2022-12-26,2023-06-24,Activo,Hipotecario
339,47075,31133.60,2022-05-19,2026-04-28,Activo,Automotriz
340,46898,9004.46,2023-07-04,2025-06-23,Activo,Hipotecario
341,47019,46339.06,2022-04-27,2023-04-22,Activo,Automotriz
342,52759,23064.61,2022-11-01,2026-10-11,Pagado,Hipotecario
343,53912,42978.68,2024-11-20,2025-05-19,Activo,Hipotecario
344,49788,29174.41,2024-09-28,2028-09-07,Activo,Personal
345,44952,13174.43,2022-09-22,2023-03-21,Moroso,Automotriz
346,48463,20494.19,2021-01-07,2023-12-23,Activo,Automotriz
347,48616,16947.99,2021-05-16,2021-11-12,Activo,Estudiantil
348,51703,25257.27,2024-03-11,2027-02-24,Pagado,Personal
349,46931,15055.66,2022-12-10,2023-12-05,Activo,Hipotecario
350,43682,10607.33,2020-12-17,2022-12-07,Moroso,Automotriz
351,52446,36192.04,2020-08-14,2021-02-10,Pagado,Hipotecario
352,52639,42418.68,2023-06-05,2026-05-20,Activo,Estudiantil
353,46261,29473.87,2021-09-13,2024-08-28,Pagado,Personal
354,43038,7803.99,2022-10-25,2023-04-23,Pagado,Estudiantil
355,52239,17702.66,2021-12-18,2022-06-16,Activo,Automotriz
356,53618,22155.47,2024-05-06,2027-04-21,Pagado,Hipotecario
357,51526,45101.83,2025-04-13,2027-04-03,Pagado,Hipotecario
358,47963,47197.41,2024-03-23,2024-09-19,Pagado,Estudiantil
359,43809,2745.01,2025-05-11,2028-04-25,Moroso,Hipotecario
360,46072,33073.59,2020-09-02,2024-08-12,Moroso,Automotriz
361,52593,9404.35,2021-07-16,2023-07-06,Pagado,Hipotecario
362,54487,43137.62,2021-03-24,2022-03-19,Activo,Automotriz
363,53887,17866.90,2021-11-09,2023-10-30,Moroso,Automotriz
364,52695,28647.40,2025-03-25,2025-09-21,Activo,Estudiantil
365,44463,47752.12,2020-11-22,2024-11-01,Pagado,Hipotecario
366,44725,19394.04,2023-09-24,2026-09-08,Activo,Hipotecario
367,48829,35910.46,2025-07-17,2026-01-13,Activo,Personal
368,47314,11378.97,2025-04-15,2026-04-10,Moroso,Hipotecario
369,45223,16555.70,2021-11-06,2022-11-01,Moroso,Estudiantil
370,52649,40012.99,2024-03-30,2026-03-20,Moroso,Automotriz
371,45919,18510.55,2021-09-02,2025-08-12,Moroso,Hipotecario
372,53640,29196.99,2020-12-10,2022-11-30,Activo,Automotriz
373,52468,31403.53,2023-03-18,2023-09-14,Moroso,Estudiantil
374,46921,11001.03,2023-09-09,2027-08-19,Pagado,Estudiantil
375,47530,49750.43,2020-12-04,2023-11-19,Moroso,Personal
376,49987,24302.24,2023-08-19,2024-02-15,Activo,Automotriz
377,52403,8022.53,2022-05-17,2025-05-01,Activo,Personal
378,47752,33974.48,2022-09-17,2023-09-12,Moroso,Personal
379,49397,37895.65,2021-06-18,2025-05-28,Moroso,Personal
380,51083,25163.32,2023-08-06,2025-07-26,Activo,Personal
381,47969,41237.57,2025-05-08,2029-04-17,Pagado,Personal
382,48894,35373.57,2024-01-17,2026-01-06,Moroso,Personal
383,43886,42364.92,2021-11-26,2022-05-25,Activo,Estudiantil
384,46144,47967.36,2022-08-08,2026-07-18,Moroso,Hipotecario
385,47155,10132.51,2021-12-20,2022-12-15,Activo,Hipotecario
386,53688,2657.21,2022-02-04,2024-01-25,Pagado,Estudiantil
387,44073,15733.21,2024-02-04,2025-01-29,Activo,Automotriz
388,51147,20848.80,2020-10-19,2024-09-28,Moroso,Personal
389,49237,35139.27,2022-02-11,2024-02-01,Activo,Estudiantil
390,42981,18414.84,2023-06-01,2026-05-16,Moroso,Personal
391,43931,43293.32,2024-02-03,2025-01-28,Moroso,Hipotecario
392,51879,33966.65,2022-09-13,2024-09-02,Activo,Estudiantil
393,43768,41613.87,2022-11-09,2025-10-24,Moroso,Automotriz
394,43294,7113.12,2021-12-10,2024-11-24,Moroso,Hipotecario
395,46593,40947.85,2021-07-04,2022-06-29,Moroso,Hipotecario
396,43343,16823.40,2023-11-04,2024-05-02,Activo,Hipotecario
397,49347,46223.04,2020-12-01,2024-11-10,Pagado,Automotriz
398,43971,5873.45,2024-08-04,2025-07-30,Activo,Estudiantil
399,45865,1841.45,2022-06-25,2024-06-14,Moroso,Hipotecario
400,53856,48582.74,2022-04-15,2025-03-30,Activo,Estudiantil
401,50740,38310.24,2024-07-03,2025-06-28,Pagado,Personal
402,53468,6883.30,2023-07-25,2026-07-09,Moroso,Personal
403,47105,11247.27,2023-03-09,2024-03-03,Activo,Estudiantil
