id,usuario_id,tipo_activo,descripcion,monto
123,47172,plan de jubilación,Activos financieros,15801.26
124,47614,ahorro,Activos financieros,63892.78
125,49762,ahorro,Activos financieros,74252.48
126,52128,inversiones,Activos financieros,128878.39
127,49441,ahorro,Activos financieros,7986.76
128,43056,ahorro,Activos financieros,54786.23
129,47989,inversiones,Activos financieros,166205.00
130,45139,ahorro,Activos financieros,4661.97
131,48444,ahorro,Activos financieros,89943.00
132,43985,inversiones,Activos financieros,75609.39
133,42727,plan de jubilación,Activos financieros,196128.48
134,51880,inversiones,Activos financieros,225093.81
135,47664,ahorro,Activos financieros,97632.50
136,49845,plan de jubilación,Activos financieros,11072.66
137,43536,plan de jubilación,Activos financieros,201547.61
138,53220,plan de jubilación,Activos financieros,44003.47
139,48614,ahorro,Activos financieros,38562.90
140,52843,plan de jubilación,Activos financieros,59496.26
141,50810,plan de jubilación,Activos financieros,79771.76
142,54599,ahorro,Activos financieros,2854.61
143,54248,plan de jubilación,Activos financieros,85424.18
144,53846,plan de jubilación,Activos financieros,91030.80
145,49593,plan de jubilación,Activos financieros,171481.94
146,52597,plan de jubilación,Activos financieros,235113.10
147,45077,plan de jubilación,Activos financieros,48749.11
148,50827,ahorro,Activos financieros,11286.05
149,50257,plan de jubilación,Activos financieros,183493.54
150,48007,plan de jubilación,Activos financieros,153521.17
151,49174,ahorro,Activos financieros,38826.95
152,49997,ahorro,Activos financieros,25844.89
153,49396,plan de jubilación,Activos financieros,5414.36
154,52671,inversiones,Activos financieros,216109.57
155,44223,ahorro,Activos financieros,36740.04
156,50475,inversiones,Activos financieros,276310.49
157,47984,plan de jubilación,Activos financieros,167529.93
158,46555,inversiones,Activos financieros,270114.00
159,52159,plan de jubilación,Activos financieros,168388.76
160,46503,plan de jubilación,Activos financieros,175816.06
161,51708,ahorro,Activos financieros,19588.09
162,43031,plan de jubilación,Activos financieros,170942.90
163,52624,inversiones,Activos financieros,171162.47
164,47202,inversiones,Activos financieros,250283.83
165,42873,plan de jubilación,Activos financieros,56494.76
166,45525,inversiones,Activos financieros,196756.98
167,49619,plan de jubilación,Activos financieros,113329.15
168,51697,inversiones,Activos financieros,142482.67
169,52088,inversiones,Activos financieros,26353.87
170,46755,inversiones,Activos financieros,190249.32
171,49613,ahorro,Activos financieros,81933.13
172,51126,inversiones,Activos financieros,93815.42
173,48042,ahorro,Activos financieros,2930.33
174,46902,plan de jubilación,Activos financieros,154762.12
175,51339,plan de jubilación,Activos financieros,106538.05
176,52343,inversiones,Activos financieros,59136.14
177,46057,plan de jubilación,Activos financieros,126122.41
178,54029,ahorro,Activos financieros,65777.77
179,50903,ahorro,Activos financieros,77952.83
180,53525,ahorro,Activos financieros,80508.93
181,49262,inversiones,Activos financieros,139900.42
182,52720,ahorro,Activos financieros,91788.27
183,42848,plan de jubilación,Activos financieros,37668.08
184,49885,inversiones,Activos financieros,159808.43
185,54496,inversiones,Activos financieros,95872.09
186,48970,inversiones,Activos financieros,244686.95
187,43214,plan de jubilación,Activos financieros,208489.45
188,43050,plan de jubilación,Activos financieros,224815.99
189,48192,plan de jubilación,Activos financieros,68501.93
190,53709,inversiones,Activos financieros,83916.09
191,49082,plan de jubilación,Activos financieros,158553.37
192,42853,plan de jubilación,Activos financieros,23983.42
193,50183,ahorro,Activos financieros,27535.65
194,52076,inversiones,Activos financieros,25092.72
195,53634,ahorro,Activos financieros,38612.01
196,46732,inversiones,Activos financieros,64971.91
197,52317,plan de jubilación,Activos financieros,86065.94
198,52259,plan de jubilación,Activos financieros,20255.10
199,47985,plan de jubilación,Activos financieros,226685.43
200,42726,inversiones,Activos financieros,6840.06
201,49425,plan de jubilación,Activos financieros,121860.03
202,53839,plan de jubilación,Activos financieros,189601.41
203,49741,inversiones,Activos financieros,224507.19
204,51009,inversiones,Activos financieros,269445.59
205,51660,ahorro,Activos financieros,27657.06
206,49395,ahorro,Activos financieros,39191.29
207,53530,inversiones,Activos financieros,239644.56
208,52522,ahorro,Activos financieros,84130.31
209,51815,inversiones,Activos financieros,160702.97
210,50020,inversiones,Activos financieros,169753.20
211,47328,ahorro,Activos financieros,64453.59
212,46982,plan de jubilación,Activos financieros,49523.61
213,47926,plan de jubilación,Activos financieros,85201.40
214,48495,plan de jubilación,Activos financieros,87687.63
215,45594,plan de jubilación,Activos financieros,189242.41
216,48411,plan de jubilación,Activos financieros,209553.17
217,50354,ahorro,Activos financieros,75027.91
218,47735,plan de jubilación,Activos financieros,59934.43
219,45437,inversiones,Activos financieros,13037.18
220,50684,ahorro,Activos financieros,20336.39
221,44050,inversiones,Activos financieros,46562.32
222,49948,plan de jubilación,Activos financieros,169017.42
223,52227,ahorro,Activos financieros,46770.88
224,54220,plan de jubilación,Activos financieros,46108.34
225,52345,inversiones,Activos financieros,215788.81
226,52787,plan de jubilación,Activos financieros,31484.19
227,50139,plan de jubilación,Activos financieros,146070.20
228,43371,plan de jubilación,Activos financieros,235660.30
229,50163,ahorro,Activos financieros,59413.74
230,49626,ahorro,Activos financieros,10639.18
231,53373,inversiones,Activos financieros,180523.07
232,51480,inversiones,Activos financieros,235007.97
233,53701,inversiones,Activos financieros,129085.03
234,54364,ahorro,Activos financieros,50843.10
235,45538,ahorro,Activos financieros,85032.77
236,49275,ahorro,Activos financieros,43635.58
237,44246,inversiones,Activos financieros,267580.93
238,45825,inversiones,Activos financieros,46744.35
239,54089,inversiones,Activos financieros,157002.28
240,48177,plan de jubilación,Activos financieros,155898.53
241,43635,plan de jubilación,Activos financieros,118894.07
242,44839,inversiones,Activos financieros,81250.27
243,44281,ahorro,Activos financieros,28253.36
244,53035,ahorro,Activos financieros,75172.39
245,47978,inversiones,Activos financieros,200788.35
246,43108,ahorro,Activos financieros,49683.50
247,44782,ahorro,Activos financieros,49011.22
248,54037,plan de jubilación,Activos financieros,88383.02
249,54395,inversiones,Activos financieros,264152.10
250,42912,ahorro,Activos financieros,51904.41
251,52246,ahorro,Activos financieros,24514.93
252,51880,plan de jubilación,Activos financieros,141018.17
253,47176,inversiones,Activos financieros,143351.84
254,44388,plan de jubilación,Activos financieros,114802.76
255,43074,ahorro,Activos financieros,29776.44
256,49631,inversiones,Activos financieros,73748.24
257,50286,inversiones,Activos financieros,111337.11
258,53276,inversiones,Activos financieros,103783.46
259,46104,plan de jubilación,Activos financieros,91193.58
260,47537,plan de jubilación,Activos financieros,80122.63
261,48435,ahorro,Activos financieros,72267.79
262,49550,ahorro,Activos financieros,74416.67
263,49211,ahorro,Activos financieros,19558.33
264,42974,plan de jubilación,Activos financieros,182523.33
265,51584,inversiones,Activos financieros,85616.61
266,53291,ahorro,Activos financieros,29976.52
267,46820,ahorro,Activos financieros,30575.63
268,44697,inversiones,Activos financieros,38848.30
269,42791,ahorro,Activos financieros,55559.22
270,49013,ahorro,Activos financieros,63968.03
271,47321,ahorro,Activos financieros,87335.61
272,53805,plan de jubilación,Activos financieros,120002.25
273,44019,plan de jubilación,Activos financieros,50169.10
274,53021,plan de jubilación,Activos financieros,235560.58
275,48086,ahorro,Activos financieros,82300.51
276,51795,plan de jubilación,Activos financieros,23150.13
277,49285,inversiones,Activos financieros,17029.11
278,49999,inversiones,Activos financieros,284788.57
279,48530,ahorro,Activos financieros,12285.93
280,49304,inversiones,Activos financieros,179241.93
281,45667,ahorro,Activos financieros,77681.51
282,46195,plan de jubilación,Activos financieros,227583.57
283,48623,inversiones,Activos financieros,297019.35
284,51149,inversiones,Activos financieros,186687.17
285,49981,inversiones,Activos financieros,30670.84
286,48510,inversiones,Activos financieros,64096.53
287,49977,ahorro,Activos financieros,16127.18
288,42948,inversiones,Activos financieros,23444.40
289,50947,plan de jubilación,Activos financieros,115373.41
290,46078,plan de jubilación,Activos financieros,76358.53
291,44640,plan de jubilación,Activos financieros,178204.18
292,50908,plan de jubilación,Activos financieros,22439.04
293,47273,plan de jubilación,Activos financieros,198017.87
294,43734,inversiones,Activos financieros,198693.73
295,51953,plan de jubilación,Activos financieros,33120.19
296,53624,inversiones,Activos financieros,45547.83
297,44989,ahorro,Activos financieros,7605.28
298,47219,plan de jubilación,Activos financieros,150785.79
299,46033,plan de jubilación,Activos financieros,112592.59
300,46870,inversiones,Activos financieros,91923.27
301,51318,plan de jubilación,Activos financieros,127615.68
302,43098,plan de jubilación,Activos financieros,24708.25
303,48549,plan de jubilación,Activos financieros,184960.81
304,47147,plan de jubilación,Activos financieros,11336.90
305,43788,inversiones,Activos financieros,250951.63
306,46710,inversiones,Activos financieros,285285.10
307,46887,plan de jubilación,Activos financieros,146180.51
308,46251,plan de jubilación,Activos financieros,132146.14
309,48003,plan de jubilación,Activos financieros,49464.84
310,48683,plan de jubilación,Activos financieros,160522.26
311,50270,ahorro,Activos financieros,47266.03
312,45718,plan de jubilación,Activos financieros,83659.27
313,47033,ahorro,Activos financieros,33315.46
314,48215,plan de jubilación,Activos financieros,75613.36
315,54054,inversiones,Activos financieros,11972.44
316,46834,plan de jubilación,Activos financieros,66837.72
317,53808,plan de jubilación,Activos financieros,216903.09
318,45606,inversiones,Activos financieros,260940.88
319,51306,plan de jubilación,Activos financieros,18280.00
320,51668,plan de jubilación,Activos financieros,157545.30
321,54373,inversiones,Activos financieros,133170.25
322,42965,ahorro,Activos financieros,27072.10
323,47574,plan de jubilación,Activos financieros,112338.44
324,51912,plan de jubilación,Activos financieros,34749.39
325,50959,inversiones,Activos financieros,239994.81
326,54420,ahorro,Activos financieros,31419.64
327,46548,inversiones,Activos financieros,122989.22
328,48216,ahorro,Activos financieros,46414.07
329,51812,inversiones,Activos financieros,249810.81
330,48848,inversiones,Activos financieros,88266.61
331,50824,plan de jubilación,Activos financieros,106795.13
332,53721,plan de jubilación,Activos financieros,64714.07
333,42916,ahorro,Activos financieros,38666.81
334,44602,inversiones,Activos financieros,224141.47
335,50554,ahorro,Activos financieros,27986.62
336,50484,plan de jubilación,Activos financieros,233890.86
337,54613,plan de jubilación,Activos financieros,206034.62
338,50359,inversiones,Activos financieros,90268.20
339,51386,inversiones,Activos financieros,299671.80
340,52841,ahorro,Activos financieros,44931.47
341,44562,plan de jubilación,Activos financieros,86447.79
342,46807,plan de jubilación,Activos financieros,116559.43
343,49598,ahorro,Activos financieros,98087.08
344,52062,inversiones,Activos financieros,115508.28
345,43292,ahorro,Activos financieros,32158.54
346,43623,inversiones,Activos financieros,274115.62
347,43554,plan de jubilación,Activos financieros,247161.43
348,54247,ahorro,Activos financieros,49785.20
349,45360,ahorro,Activos financieros,50477.97
350,50792,plan de jubilación,Activos financieros,218076.58
351,51540,ahorro,Activos financieros,52832.13
352,49682,ahorro,Activos financieros,72383.16
353,44116,inversiones,Activos financieros,291017.08
354,45326,plan de jubilación,Activos financieros,196473.70
355,44188,plan de jubilación,Activos financieros,157698.55
356,47041,inversiones,Activos financieros,25014.28
357,53501,inversiones,Activos financieros,257943.31
358,45090,plan de jubilación,Activos financieros,158565.80
359,50936,inversiones,Activos financieros,11733.83
360,52698,ahorro,Activos financieros,63300.52
361,53097,ahorro,Activos financieros,74803.25
362,48255,ahorro,Activos financieros,76156.78
363,51844,ahorro,Activos financieros,44646.02
364,50982,plan de jubilación,Activos financieros,226338.90
365,53222,plan de jubilación,Activos financieros,200055.15
366,50507,plan de jubilación,Activos financieros,96836.07
367,52234,ahorro,Activos financieros,53351.05
368,50828,inversiones,Activos financieros,237963.32
369,43684,ahorro,Activos financieros,8357.35
370,45982,inversiones,Activos financieros,205257.24
371,44447,inversiones,Activos financieros,43792.20
372,43324,inversiones,Activos financieros,76939.22
373,51653,inversiones,Activos financieros,3809.83
374,44888,plan de jubilación,Activos financieros,171014.67
375,52433,ahorro,Activos financieros,44452.11
376,52631,inversiones,Activos financieros,90447.12
377,52642,inversiones,Activos financieros,75779.37
378,52965,ahorro,Activos financieros,99937.67
379,45966,ahorro,Activos financieros,24101.97
380,46497,plan de jubilación,Activos financieros,145828.92
381,49901,plan de jubilación,Activos financieros,10375.20
382,53635,plan de jubilación,Activos financieros,72247.69
383,50828,inversiones,Activos financieros,233715.17
384,52848,inversiones,Activos financieros,223806.47
385,43935,ahorro,Activos financieros,60902.97
386,54574,ahorro,Activos financieros,63843.48
387,47458,plan de jubilación,Activos financieros,171052.29
388,46185,inversiones,Activos financieros,204575.67
389,54214,inversiones,Activos financieros,30052.02
390,49487,inversiones,Activos financieros,12787.35
391,48024,ahorro,Activos financieros,58167.59
392,48854,ahorro,Activos financieros,9468.27
393,44266,plan de jubilación,Activos financieros,188132.81
394,54584,ahorro,Activos financieros,13649.90
395,43439,plan de jubilación,Activos financieros,135058.83
396,51382,ahorro,Activos financieros,26068.52
397,47145,plan de jubilación,Activos financieros,187907.04
398,49067,ahorro,Activos financieros,47098.97
399,53954,ahorro,Activos financieros,75538.07
400,46288,inversiones,Activos financieros,217540.80
401,48194,inversiones,Activos financieros,110366.74
402,51215,ahorro,Activos financieros,26813.63
403,49842,plan de jubilación,Activos financieros,95303.49
404,51059,plan de jubilación,Activos financieros,148217.22
405,46622,plan de jubilación,Activos financieros,31544.80
406,43810,plan de jubilación,Activos financieros,11131.04
407,54479,plan de jubilación,Activos financieros,229237.70
408,54199,inversiones,Activos financieros,19901.90
409,46275,inversiones,Activos financieros,91354.86
410,50980,ahorro,Activos financieros,14407.81
411,42932,plan de jubilación,Activos financieros,249002.21
412,52705,ahorro,Activos financieros,23862.60
413,45717,ahorro,Activos financieros,39170.26
414,49852,inversiones,Activos financieros,284864.85
415,47333,inversiones,Activos financieros,126318.90
416,43085,ahorro,Activos financieros,88598.67
417,54526,ahorro,Activos financieros,83452.46
418,49651,plan de jubilación,Activos financieros,235068.00
419,49479,ahorro,Activos financieros,69182.93
420,42779,plan de jubilación,Activos financieros,113950.49
421,49391,plan de jubilación,Activos financieros,29341.88
422,46833,plan de jubilación,Activos financieros,138394.14
423,54430,plan de jubilación,Activos financieros,19834.77
424,51479,ahorro,Activos financieros,96836.58
425,49314,ahorro,Activos financieros,66445.49
426,43760,inversiones,Activos financieros,179546.64
427,52798,ahorro,Activos financieros,78786.06
428,53938,ahorro,Activos financieros,78804.32
429,50497,ahorro,Activos financieros,83066.87
430,44237,ahorro,Activos financieros,58845.12
431,51544,plan de jubilación,Activos financieros,194720.30
432,48886,ahorro,Activos financieros,28088.85
433,51222,ahorro,Activos financieros,54251.44
434,53878,ahorro,Activos financieros,66275.24
435,47809,ahorro,Activos financieros,1978.60
436,43981,inversiones,Activos financieros,97807.67
437,46108,plan de jubilación,Activos financieros,17837.76
438,53449,inversiones,Activos financieros,34981.14
439,49941,plan de jubilación,Activos financieros,114827.43
440,45657,inversiones,Activos financieros,178506.14
441,51270,inversiones,Activos financieros,67243.38
442,50369,ahorro,Activos financieros,72860.68
443,43389,inversiones,Activos financieros,91187.47
444,48392,ahorro,Activos financieros,6552.13
445,53272,plan de jubilación,Activos financieros,109437.04
446,43322,plan de jubilación,Activos financieros,179538.32
447,50456,ahorro,Activos financieros,89977.04
448,46484,inversiones,Activos financieros,45351.81
449,50167,plan de jubilación,Activos financieros,157957.79
450,48683,inversiones,Activos financieros,213933.69
451,52898,inversiones,Activos financieros,159636.49
452,52608,inversiones,Activos financieros,182022.61
453,43895,inversiones,Activos financieros,35209.81
454,48285,inversiones,Activos financieros,263434.16
455,48395,inversiones,Activos financieros,259782.20
456,52590,plan de jubilación,Activos financieros,222582.30
457,54471,plan de jubilación,Activos financieros,207717.71
458,47051,plan de jubilación,Activos financieros,183755.06
459,54535,plan de jubilación,Activos financieros,81568.27
460,53066,plan de jubilación,Activos financieros,238630.17
461,47402,plan de jubilación,Activos financieros,21447.66
462,43926,ahorro,Activos financieros,43471.71
463,49868,ahorro,Activos financieros,55858.89
464,54616,inversiones,Activos financieros,168943.33
465,43659,ahorro,Activos financieros,41375.46
466,49632,plan de jubilación,Activos financieros,217682.58
467,52921,ahorro,Activos financieros,96855.66
468,51541,plan de jubilación,Activos financieros,91153.32
469,44450,inversiones,Activos financieros,64608.90
470,44290,plan de jubilación,Activos financieros,59939.99
471,53012,plan de jubilación,Activos financieros,212116.49
472,43946,ahorro,Activos financieros,76379.26
473,46031,ahorro,Activos financieros,80818.53
474,50211,inversiones,Activos financieros,184458.41
475,45604,inversiones,Activos financieros,8849.90
476,49566,inversiones,Activos financieros,80966.87
477,43869,plan de jubilación,Activos financieros,177161.20
478,52537,plan de jubilación,Activos financieros,91000.74
479,52377,ahorro,Activos financieros,56848.95
480,49184,ahorro,Activos financieros,14616.53
481,51881,ahorro,Activos financieros,9629.89
482,44466,ahorro,Activos financieros,37931.34
483,48060,plan de jubilación,Activos financieros,43565.27
484,43268,inversiones,Activos financieros,97990.48
485,49815,inversiones,Activos financieros,26402.15
486,43179,ahorro,Activos financieros,16162.28
487,42900,ahorro,Activos financieros,67559.89
488,51197,plan de jubilación,Activos financieros,167174.98
489,42966,inversiones,Activos financieros,133171.21
490,50162,ahorro,Activos financieros,75616.84
491,48507,plan de jubilación,Activos financieros,110328.84
492,53170,inversiones,Activos financieros,203867.39
493,53628,inversiones,Activos financieros,200472.64
494,46793,ahorro,Activos financieros,39828.71
495,51999,ahorro,Activos financieros,1264.87
496,48758,ahorro,Activos financieros,76851.28
497,47131,plan de jubilación,Activos financieros,85389.98
498,46681,plan de jubilación,Activos financieros,188018.46
499,50061,ahorro,Activos financieros,38330.64
500,52768,ahorro,Activos financieros,50276.10
501,53554,plan de jubilación,Activos financieros,22658.50
502,52014,plan de jubilación,Activos financieros,9591.68
503,46210,plan de jubilación,Activos financieros,146060.99
504,45750,plan de jubilación,Activos financieros,178827.25
505,54393,plan de jubilación,Activos financieros,33217.48
506,47749,plan de jubilación,Activos financieros,47108.93
507,44515,plan de jubilación,Activos financieros,208846.35
508,48187,ahorro,Activos financieros,43952.82
509,51671,ahorro,Activos financieros,43849.81
510,45614,inversiones,Activos financieros,24515.48
511,53369,inversiones,Activos financieros,102514.47
512,48483,ahorro,Activos financieros,8099.75
513,51234,ahorro,Activos financieros,53295.18
514,52426,plan de jubilación,Activos financieros,91019.44
515,45168,ahorro,Activos financieros,24008.75
516,47296,plan de jubilación,Activos financieros,53331.59
517,53201,ahorro,Activos financieros,76141.42
518,49459,ahorro,Activos financieros,18126.04
519,42732,plan de jubilación,Activos financieros,118668.50
520,44441,inversiones,Activos financieros,135222.67
521,53864,inversiones,Activos financieros,190954.20
522,50122,plan de jubilación,Activos financieros,216740.48
523,49626,plan de jubilación,Activos financieros,41984.56
524,45404,plan de jubilación,Activos financieros,113340.98
525,51920,plan de jubilación,Activos financieros,149897.84
526,50382,inversiones,Activos financieros,23183.01
527,51418,plan de jubilación,Activos financieros,14213.78
528,48244,plan de jubilación,Activos financieros,23799.10
529,51773,inversiones,Activos financieros,178629.87
530,54142,plan de jubilación,Activos financieros,147180.70
531,45771,plan de jubilación,Activos financieros,227717.24
532,47014,inversiones,Activos financieros,57283.60
533,47588,plan de jubilación,Activos financieros,127834.99
534,53682,plan de jubilación,Activos financieros,30357.96
535,43504,inversiones,Activos financieros,26214.41
536,51820,ahorro,Activos financieros,4394.64
537,43621,plan de jubilación,Activos financieros,247791.58
538,51080,inversiones,Activos financieros,183331.82
539,50192,plan de jubilación,Activos financieros,229894.51
540,47881,plan de jubilación,Activos financieros,194743.87
541,43418,inversiones,Activos financieros,16657.29
542,51838,inversiones,Activos financieros,101060.15
543,49986,ahorro,Activos financieros,56017.34
544,48021,plan de jubilación,Activos financieros,66738.97
545,53908,inversiones,Activos financieros,262110.62
546,45976,ahorro,Activos financieros,58482.58
547,49850,plan de jubilación,Activos financieros,81006.78
548,45696,inversiones,Activos financieros,198978.41
549,43335,inversiones,Activos financieros,212941.37
550,43423,plan de jubilación,Activos financieros,141935.91
551,47512,plan de jubilación,Activos financieros,204230.27
552,49763,inversiones,Activos financieros,248858.73
553,53751,inversiones,Activos financieros,28942.44
554,49276,plan de jubilación,Activos financieros,129579.68
555,50745,plan de jubilación,Activos financieros,80672.19
556,49503,plan de jubilación,Activos financieros,237178.73
557,44694,ahorro,Activos financieros,23041.03
558,49229,ahorro,Activos financieros,8177.93
559,48594,inversiones,Activos financieros,231491.54
560,49658,ahorro,Activos financieros,66361.96
561,51370,ahorro,Activos financieros,59926.02
562,47488,ahorro,Activos financieros,18494.17
563,52844,inversiones,Activos financieros,242904.07
564,53538,inversiones,Activos financieros,131864.35
565,44755,plan de jubilación,Activos financieros,170708.92
566,51510,plan de jubilación,Activos financieros,154595.88
567,50581,ahorro,Activos financieros,53634.11
568,49006,plan de jubilación,Activos financieros,226473.71
569,54571,plan de jubilación,Activos financieros,171185.17
570,52683,plan de jubilación,Activos financieros,118111.59
571,51530,plan de jubilación,Activos financieros,128212.14
572,50536,ahorro,Activos financieros,81780.68
573,51163,ahorro,Activos financieros,87363.69
574,45898,inversiones,Activos financieros,144696.61
575,44651,inversiones,Activos financieros,280353.77
576,43783,inversiones,Activos financieros,255498.65
577,45751,ahorro,Activos financieros,76430.12
578,52908,plan de jubilación,Activos financieros,226800.02
579,43518,plan de jubilación,Activos financieros,27469.82
580,52262,plan de jubilación,Activos financieros,221734.29
581,51410,plan de jubilación,Activos financieros,18047.94
582,50349,plan de jubilación,Activos financieros,62765.63
583,52305,plan de jubilación,Activos financieros,60012.00
584,53588,ahorro,Activos financieros,83998.04
585,54219,plan de jubilación,Activos financieros,198888.26
586,45853,ahorro,Activos financieros,29044.50
587,47611,inversiones,Activos financieros,249502.04
588,48371,plan de jubilación,Activos financieros,114907.36
589,48332,ahorro,Activos financieros,2390.89
590,54268,ahorro,Activos financieros,55106.02
591,43006,inversiones,Activos financieros,158803.68
592,51759,plan de jubilación,Activos financieros,63221.86
593,49707,ahorro,Activos financieros,24224.73
594,50799,inversiones,Activos financieros,137676.97
595,53637,plan de jubilación,Activos financieros,151201.07
596,48795,inversiones,Activos financieros,155097.34
597,47235,inversiones,Activos financieros,43929.48
598,51297,ahorro,Activos financieros,61673.55
599,49469,inversiones,Activos financieros,125553.71
600,44936,inversiones,Activos financieros,26598.57
601,50224,ahorro,Activos financieros,95363.67
602,51824,inversiones,Activos financieros,236137.29
603,49921,inversiones,Activos financieros,7079.96
604,53488,ahorro,Activos financieros,63749.24
